case_id,query,test_type,expected_intent,domain,difficulty,design_logic,tags,context,group_id,step
BASE-59cbed21,开启自动大灯,BASE,车灯控制,车辆控制,2,测试智能模式切换,['智能模式'],,,
BASE-717f1d82,当前档位是什么,BASE,车辆状态查询,车辆控制,2,验证传动系统状态,['传动状态'],,,
BASE-d6689d7e,空调温度调低两度,BASE,空调调节,车辆控制,2,测试温度数值精确调节指令识别能力,['温度控制'],,,
BASE-c6c253b5,主驾车窗开一半,BASE,车窗控制,车辆控制,2,验证模糊百分比开合指令的语义解析,['百分比控制'],,,
BASE-b2c69610,打开座椅通风功能,BASE,座椅调整,车辆控制,2,检测特定座椅功能的开关指令识别,['功能开关'],,,
BASE-f346bf3e,后雾灯现在是什么状态,BASE,车灯控制,车辆控制,2,测试设备状态查询的疑问句式处理能力,['状态查询'],,,
BASE-a2826494,剩余续航里程还有多少,BASE,车辆状态查询,车辆控制,2,验证里程类数值查询的泛化表达能力,['数值查询'],,,
SYN-86e27da9,把空调温度调高一点,SYN,空调调节,车辆控制,2,加入程度副词的口语化表达,[],,,
SYN-40d0c644,副驾驶窗户开个缝,SYN,车窗控制,车辆控制,2,使用生活化量词描述开窗幅度,[],,,
SYN-9cc57a76,座椅靠背放倒些,SYN,座椅调整,车辆控制,2,方言化程度副词表达调节需求,[],,,
SYN-6d83de72,远光灯关了行吗,SYN,车灯控制,车辆控制,2,疑问语气表达操作请求,[],,,
SYN-f33d732c,现在油量多少,SYN,车辆状态查询,车辆控制,2,省略主语的简洁询问方式,[],,,
SYN-9ec58e3e,空调打到26度,SYN,空调调节,车辆控制,2,使用'打'替代'调'的口语化动词,[],,,
SYN-9cd64f62,后排左边窗户升上去,SYN,车窗控制,车辆控制,2,包含方位层级的具体描述,[],,,
SYN-635215cc,腰托力度加大两档,SYN,座椅调整,车辆控制,2,量词+档位的专业表述,[],,,
SYN-f8814e7d,雾灯开一下,SYN,车灯控制,车辆控制,2,'开一下'的瞬时操作表达,[],,,
SYN-f0744a92,车门锁好了没,SYN,车辆状态查询,车辆控制,2,方言式疑问句结构,[],,,
SYN-c0e56948,冷气开大点儿,SYN,空调调节,车辆控制,2,儿化音表达调节需求,[],,,
SYN-20b1fbaf,天窗开三分之一,SYN,车窗控制,车辆控制,2,分数量化开启幅度,[],,,
SYN-795e2dee,驾驶座调高点,SYN,座椅调整,车辆控制,2,方位+形容词的简洁组合,[],,,
SYN-4197d166,双闪灯打开,SYN,车灯控制,车辆控制,2,专业术语的直接使用,[],,,
SYN-320df96b,续航还能跑多远,SYN,车辆状态查询,车辆控制,2,生活化比喻询问电量,[],,,
SYN-e12d283e,温度再低两度,SYN,空调调节,车辆控制,2,副词强调调节幅度,[],,,
SYN-b0f3816c,所有车窗都关上,SYN,车窗控制,车辆控制,2,全量范围指示操作,[],,,
SYN-81a3c160,头枕往前挪点,SYN,座椅调整,车辆控制,2,身体部位+方向指示,[],,,
SYN-49640841,阅读灯太亮了,SYN,车灯控制,车辆控制,2,状态描述暗示调节需求,[],,,
SYN-2b6f3fad,胎压正常吗,SYN,车辆状态查询,车辆控制,2,形容词疑问式查询,[],,,
SYN-677db149,把暖风关了吧,SYN,空调调节,车辆控制,2,语气词软化指令,[],,,
SYN-a76cb158,右后窗开一半,SYN,车窗控制,车辆控制,2,方位简称+量化指标,[],,,
SYN-63836ebf,腿托伸长些,SYN,座椅调整,车辆控制,2,功能部件+动作指令,[],,,
SYN-9eda0c6b,日行灯是不是开着,SYN,车灯控制,车辆控制,2,反义疑问句式,[],,,
SYN-12a3d78c,机油需要加吗,SYN,车辆状态查询,车辆控制,2,需求推测型询问,[],,,
SYN-be31ccbe,风速调到二档,SYN,空调调节,车辆控制,2,专业档位描述,[],,,
SYN-398d0701,除雾模式要开窗吗,SYN,车窗控制,车辆控制,2,关联功能咨询,[],,,
SYN-88138021,记忆座椅1号,SYN,座椅调整,车辆控制,2,编号指定预设位置,[],,,
SYN-f0e9c5c2,转向灯没关,SYN,车灯控制,车辆控制,2,否定状态陈述,[],,,
SYN-7bdd3556,内循环切外循环,SYN,空调调节,车辆控制,2,专业模式切换指令,[],,,
SYN-2e7764a2,车窗除霜要多久,SYN,车窗控制,车辆控制,2,时间维度咨询,[],,,
SYN-ebc23678,按摩强度调弱,SYN,座椅调整,车辆控制,2,功能+程度调节组合,[],,,
SYN-13ae79a6,自动大灯咋关了,SYN,车灯控制,车辆控制,2,方言疑问词表达状态,[],,,
SYN-1f1467c9,电瓶电压够吗,SYN,车辆状态查询,车辆控制,2,专业参数询问,[],,,
SYN-5eebc49d,对着脸吹风太冷,SYN,空调调节,车辆控制,2,体感描述暗示调节需求,[],,,
SYN-563eb25a,留条窗缝透气,SYN,车窗控制,车辆控制,2,目的说明型指令,[],,,
SYN-912d8de0,座椅通风打开,SYN,座椅调整,车辆控制,2,功能直接命名操作,[],,,
SYN-2cd95d11,牌照灯亮不亮,SYN,车灯控制,车辆控制,2,重复字强调疑问,[],,,
SYN-b1eac9f4,发动机温度高吗,SYN,车辆状态查询,车辆控制,2,专业部件状态关注,[],,,
SYN-59cc6f41,出风口朝上调整,SYN,空调调节,车辆控制,2,具体部件+方向指令,[],,,
SYN-d4a87484,主驾车窗全开,SYN,车窗控制,车辆控制,2,全量操作+方位指定,[],,,
SYN-b243b45b,腰靠再鼓起来点,SYN,座椅调整,车辆控制,2,拟物化程度描述,[],,,
SYN-7a07d950,车内氛围灯调暗,SYN,车灯控制,车辆控制,2,功能+程度组合指令,[],,,
SYN-6a2dea6d,平均油耗显示,SYN,车辆状态查询,车辆控制,2,省略疑问词的命令式,[],,,
SYN-a6ba2604,后排出风关掉,SYN,空调调节,车辆控制,2,区域+功能操作组合,[],,,
SYN-9540d947,天窗翘个缝隙,SYN,车窗控制,车辆控制,2,动作+幅度形象化描述,[],,,
SYN-ed3ac29c,倒车灯有问题吗,SYN,车灯控制,车辆控制,2,故障推测型询问,[],,,
SYN-c17e2f3d,ABS正常运作吗,SYN,车辆状态查询,车辆控制,2,缩写专业术语查询,[],,,
SYN-8ba1d277,前挡除雾开了吗,SYN,空调调节,车辆控制,2,位置+功能组合疑问,[],,,
SYN-d08895f5,所有窗锁止,SYN,车窗控制,车辆控制,2,安全功能专业术语,[],,,
SYN-d0d319fb,方向盘位置记忆,SYN,座椅调整,车辆控制,2,关联部件功能调用,[],,,
SYN-29a2f45d,远光自动切换,SYN,车灯控制,车辆控制,2,功能模式询问省略,[],,,
SYN-629939b7,变速箱温度多少,SYN,车辆状态查询,车辆控制,2,专业部件参数查询,[],,,
SYN-3924947c,后视镜加热开,SYN,空调调节,车辆控制,2,关联功能误操作测试,[],,,
SYN-6088ff8e,儿童锁影响车窗吗,SYN,车窗控制,车辆控制,2,功能关联性咨询,[],,,
SYN-5b53fb82,座椅安全气囊状态,SYN,车辆状态查询,车辆控制,2,扩展安全系统查询,[],,,
SYN-75392828,空调滤芯要换吗,SYN,车辆状态查询,车辆控制,2,保养关联状态查询,[],,,
SYN-bd5f6ca9,雨刮水箱缺水吗,SYN,车辆状态查询,车辆控制,2,容器状态拟人化询问,[],,,
SYN-d5b893f6,动能回收状态,SYN,车辆状态查询,车辆控制,2,新能源特有功能查询,[],,,
SYN-675e2bfa,空调温度能不能调低一点啊,SYN,空调调节,车辆控制,2,疑问句形式表达温度调节需求,[],,,
SYN-85cd64e0,温度往下降两度行不,SYN,空调调节,车辆控制,2,使用数值量化调节幅度,[],,,
SYN-765ae6e0,帮我降低下空调温度好吗,SYN,空调调节,车辆控制,2,礼貌用语与请求式表达组合,[],,,
NOISE-ddcb6b52,呃帮我关一下空调,NOISE,空调调节,车辆控制,2,句首加入口头词'呃'，保持指令清晰,"['空调调节', '噪声干扰']",,,
NOISE-12599a3c,然后座椅加热打开吧,NOISE,座椅调整,车辆控制,2,句首'然后'衔接自然对话,['座椅调整'],,,
NOISE-e920bfaf,前车窗那个开一半行吗,NOISE,车窗控制,车辆控制,2,插入'那个'模拟思考停顿,['车窗控制'],,,
NOISE-0271ba1f,大灯太亮了调暗点嘛,NOISE,车灯控制,车辆控制,2,句尾'嘛'表达委婉语气,['车灯控制'],,,
NOISE-79c153a5,现在车内温度是多少呀,NOISE,车辆状态查询,车辆控制,2,'呀'结尾软化查询语气,['状态查询'],,,
NOISE-a44f3e96,副驾驶的座椅通风然后打开,NOISE,座椅调整,车辆控制,2,中间插入'然后'模拟追加指令,['座椅调整'],,,
NOISE-d81dd6fc,后面玻璃起雾了开个除雾,NOISE,空调调节,车辆控制,2,前半句描述现象后接指令,['空调调节'],,,
NOISE-1e91115f,天窗能不能稍微开条缝啊,NOISE,车窗控制,车辆控制,2,'啊'结尾模拟确认语气,['车窗控制'],,,
NOISE-f625430f,主驾位置往后挪五公分吧,NOISE,座椅调整,车辆控制,2,'吧'结尾降低指令强硬感,['座椅调整'],,,
NOISE-c62da641,双闪灯是不是还开着呢,NOISE,车灯控制,车辆控制,2,'是不是'加强疑问语气,['车灯控制'],,,
NOISE-ad8c0c6b,当前剩余油量显示准不准,NOISE,车辆状态查询,车辆控制,2,叠词'准不准'加强口语化,['状态查询'],,,
NOISE-aefa58f5,把空调温度调到24度这样,NOISE,空调调节,车辆控制,2,'这样'结尾模拟不确定语气,['空调调节'],,,
NOISE-5ff57ddf,后排左边那个车窗关紧点,NOISE,车窗控制,车辆控制,2,'那个'特指具体位置,['车窗控制'],,,
NOISE-e2440fe3,座椅按摩强度能加大吗,NOISE,座椅调整,车辆控制,2,疑问词'吗'表示请求,['座椅调整'],,,
NOISE-73630887,日间行车灯关掉省电吧,NOISE,车灯控制,车辆控制,2,'省电吧'补充无关理由,['车灯控制'],,,
NOISE-be2477a7,现在胎压显示正常不,NOISE,车辆状态查询,车辆控制,2,'不'结尾加强口语化,['状态查询'],,,
NOISE-21800998,内循环切外循环换换气,NOISE,空调调节,车辆控制,2,叠词'换换气'模拟口语,['空调调节'],,,
NOISE-479f06ba,右后视镜角度调低些,NOISE,车窗控制,车辆控制,2,模糊量词'些'模拟自然表达,['车窗控制'],,,
NOISE-8113010a,腰托支撑力度加强点,NOISE,座椅调整,车辆控制,2,'点'弱化指令强度,['座椅调整'],,,
NOISE-34dfd3f0,远光灯自动切换对吧,NOISE,车灯控制,车辆控制,2,'对吧'寻求确认,['车灯控制'],,,
NOISE-24360138,车门都锁好了是不是,NOISE,车辆状态查询,车辆控制,2,'是不是'双重确认,['状态查询'],,,
NOISE-07087e5d,出风口对着脸吹难受,NOISE,空调调节,车辆控制,2,先描述感受后隐含指令,['空调调节'],,,
NOISE-6268f2f8,主驾车窗留个缝透气,NOISE,车窗控制,车辆控制,2,'透气'补充无关理由,['车窗控制'],,,
NOISE-099812ed,头枕高度再抬高两指,NOISE,座椅调整,车辆控制,2,'两指'用身体部位量化,['座椅调整'],,,
NOISE-5bea8489,雾灯需要现在打开吗,NOISE,车灯控制,车辆控制,2,'需要吗'委婉提问,['车灯控制'],,,
NOISE-875b8218,电池还剩多少百分比,NOISE,车辆状态查询,车辆控制,2,'多少'替代具体数值,['状态查询'],,,
NOISE-a2087bee,风速调到三档有点热,NOISE,空调调节,车辆控制,2,后半句补充原因,['空调调节'],,,
NOISE-b61c3fb5,所有车窗都关上好了,NOISE,车窗控制,车辆控制,2,'好了'表示完成态,['车窗控制'],,,
NOISE-d66b350a,腿托延长到最前面,NOISE,座椅调整,车辆控制,2,'最'表示极限状态,['座椅调整'],,,
NOISE-8aa5a48d,阅读灯稍微暗一点吧,NOISE,车灯控制,车辆控制,2,'稍微'表示轻度调整,['车灯控制'],,,
NOISE-4b8dff01,引擎水温正常范围吗,NOISE,车辆状态查询,车辆控制,2,'吗'结尾加强疑问,['状态查询'],,,
NOISE-5c455a8b,后排出风口关掉省电,NOISE,空调调节,车辆控制,2,'省电'补充无关理由,['空调调节'],,,
SLANG-6b08d8d5,冻成狗了开点热风,SLANG,空调调节,车辆控制,2,使用夸张俚语表达温度需求,['温度控制'],,,
SLANG-5e03db54,把窗户开个缝儿呗,SLANG,车窗控制,车辆控制,2,北方方言表达半开车窗需求,['部分开启'],,,
SLANG-b1cbb626,座椅加热关了呗,SLANG,座椅调整,车辆控制,2,使用语气词'呗'表达关闭请求,['加热功能'],,,
SLANG-00150652,双闪别闪了晃眼,SLANG,车灯控制,车辆控制,2,叠词使用强化表达效果,['灯光操作'],,,
SLANG-4403864b,油还够跑不,SLANG,车辆状态查询,车辆控制,2,口语化省略主语询问续航,['油量查询'],,,
SLANG-fda3ef4e,闷得慌透个气,SLANG,空调调节,车辆控制,2,使用生活化比喻表达换气需求,['通风模式'],,,
SLANG-c38b04ba,溜个缝儿通通风,SLANG,车窗控制,车辆控制,2,动词'溜'替代'开'的口语表达,['缝隙控制'],,,
SLANG-b6bdc1e3,腰托顶太往前了,SLANG,座椅调整,车辆控制,2,用'顶'替代'调节'的具象化描述,['腰部支撑'],,,
SLANG-ee3ed9d8,大灯给开开呗,SLANG,车灯控制,车辆控制,2,叠词'开开'强化请求语气,['灯光操作'],,,
SLANG-fa4852a3,胎压咋样了,SLANG,车辆状态查询,车辆控制,2,东北方言询问状态,['胎压检测'],,,
SLANG-ae368768,整得我直哆嗦,SLANG,空调调节,车辆控制,2,夸张体感描述温度过低,['温度调节'],,,
SLANG-834d5fbf,天窗翘个角,SLANG,车窗控制,车辆控制,2,使用'翘'代替'倾斜'的口语表达,['天窗控制'],,,
SLANG-10a3c462,躺平模式整上,SLANG,座椅调整,车辆控制,2,网络流行语表达座椅放平,['姿势调整'],,,
SLANG-38eb4734,日行灯歇了吧,SLANG,车灯控制,车辆控制,2,拟人化动词表达关闭需求,['灯光开关'],,,
SLANG-443e23c9,还能跑多远,SLANG,车辆状态查询,车辆控制,2,省略主语的日常询问方式,['续航里程'],,,
SLANG-03e4f198,吹得脑壳疼,SLANG,空调调节,车辆控制,2,方言描述风力过大,['风速调节'],,,
SLANG-8ed20e99,玻璃全落下去,SLANG,车窗控制,车辆控制,2,用'落'替代'降'的地域性表达,['全开控制'],,,
SLANG-832c140f,老板位调一下,SLANG,座椅调整,车辆控制,2,用职位代指具体座位,['位置记忆'],,,
SLANG-84075a32,远光别老开着,SLANG,车灯控制,车辆控制,2,'老'字强调持续性状态,['灯光切换'],,,
SLANG-fe37aae7,电瓶有电没,SLANG,车辆状态查询,车辆控制,2,简略口语询问电量,['电池状态'],,,
SLANG-0cf0d941,冻成二哈了,SLANG,空调调节,车辆控制,2,网络热词替代常规温度描述,['温度控制'],,,
SLANG-a62886b6,留个指头缝,SLANG,车窗控制,车辆控制,2,具象化尺寸描述开窗幅度,['缝隙控制'],,,
SLANG-20be2d7f,腰子托起来点,SLANG,座椅调整,车辆控制,2,方言谐音表达腰部支撑需求,['腰部支撑'],,,
SLANG-8a082d89,雾灯给整亮点,SLANG,车灯控制,车辆控制,2,'整'字替代'调节'的北方用语,['灯光亮度'],,,
SLANG-f1b386c1,机油该换了吗,SLANG,车辆状态查询,车辆控制,2,口语化询问保养周期,['保养提示'],,,
SLANG-f08a65a5,后背吹得发凉,SLANG,空调调节,车辆控制,2,体感描述替代直接指令,['风向调节'],,,
SLANG-670bbec7,全敞开了透气,SLANG,车窗控制,车辆控制,2,'敞开'强化开窗幅度,['全开控制'],,,
SLANG-4016f122,腿托伸到最长,SLANG,座椅调整,车辆控制,2,用'伸'描述机械结构运动,['腿部支撑'],,,
SLANG-fc6e5bd2,示宽灯咋不开,SLANG,车灯控制,车辆控制,2,方言疑问句式检查状态,['灯光状态'],,,
SLANG-a6eadfe4,防冻液够不够,SLANG,车辆状态查询,车辆控制,2,叠词询问液体余量,['液体检测'],,,
SLANG-fc781ed2,整点儿自然风,SLANG,空调调节,车辆控制,2,'整'字表达模式切换需求,['通风模式'],,,
SLANG-32c6a7e6,留条韭菜叶缝,SLANG,车窗控制,车辆控制,2,食物比喻形容细微开窗,['缝隙控制'],,,
DIALECT-4e7b086b,空调能整凉快点不,DIALECT,空调调节,车辆控制,2,'整'字替代常规操作动词体现北方方言习惯,"['空调', '方言动词']",,,
DIALECT-79f2f6d2,后边儿车窗给升上去撒,DIALECT,车窗控制,车辆控制,2,'撒'字结尾体现西南官话特征,"['车窗', '语气词']",,,
DIALECT-d05d9221,座椅加热给俺开开呗,DIALECT,座椅调整,车辆控制,2,'俺'替代'我'体现山东方言特征,"['座椅', '人称代词']",,,
DIALECT-f335b895,大灯咋还亮着呢,DIALECT,车灯控制,车辆控制,2,'咋还...呢'句式体现东北疑问表达,"['车灯', '疑问句式']",,,
DIALECT-8eb50965,油量剩多老些了,DIALECT,车辆状态查询,车辆控制,2,'老些'替代'多少'体现北方方言量词,"['油量', '量词']",,,
DIALECT-311b94f8,副驾座椅能调躺平不,DIALECT,座椅调整,车辆控制,2,'躺平'替代'放倒'体现网络化表达,"['座椅', '流行语']",,,
DIALECT-9f6e0167,空调风吹得脑瓜子疼,DIALECT,空调调节,车辆控制,2,'脑瓜子'体现北方方言人体部位指代,"['空调', '身体部位']",,,
DIALECT-90bededc,天窗关严实了没啊,DIALECT,车窗控制,车辆控制,2,'严实'替代'完全'体现口语化形容词,"['车窗', '形容词']",,,
DIALECT-f9d2af5b,后排阅读灯咋关咧,DIALECT,车灯控制,车辆控制,2,'咧'字结尾体现西北方言语气,"['车灯', '语气词']",,,
DIALECT-39f2cd0a,胎压现在几个数儿,DIALECT,车辆状态查询,车辆控制,2,'几个数儿'体现北方口语化数量询问,"['胎压', '数量表达']",,,
DIALECT-55cb3cf3,座椅通风整得劲儿点,DIALECT,座椅调整,车辆控制,2,'得劲儿'体现东北方言舒适表达,"['座椅', '形容词']",,,
DIALECT-c4c36cc9,雨刮器还在动弹不,DIALECT,车辆状态查询,车辆控制,2,'动弹'替代'运行'体现北方动词用法,"['雨刮', '动词']",,,
DIALECT-fe5832c3,把暖风调贼热那种,DIALECT,空调调节,车辆控制,2,'贼'作为程度副词体现年轻人口语,"['空调', '程度副词']",,,
DIALECT-3901e1dd,左后窗留条缝儿透透气,DIALECT,车窗控制,车辆控制,2,'缝儿'体现北方儿化音特征,"['车窗', '名词']",,,
DIALECT-c69294be,远光狗模式关了吧,DIALECT,车灯控制,车辆控制,2,'远光狗'借用网络梗表达灯光状态,"['车灯', '网络用语']",,,
DIALECT-c42e601b,油箱还能跑多远道儿,DIALECT,车辆状态查询,车辆控制,2,'道儿'替代'路程'体现北方量词习惯,"['油量', '量词']",,,
DIALECT-919f1636,腰托往前顶顶呗,DIALECT,座椅调整,车辆控制,2,'顶顶'叠词体现口语化操作指令,"['座椅', '动词']",,,
DIALECT-caaa6c46,内循环开了没的,DIALECT,空调调节,车辆控制,2,'没的'结尾体现西南方言疑问句式,"['空调', '疑问词']",,,
DIALECT-f0c6af49,遮阳帘子收起来哈,DIALECT,车窗控制,车辆控制,2,'帘子'替代'帘'体现北方名词后缀,"['车窗', '名词']",,,
DIALECT-207a3761,日行灯咋瞅着不亮,DIALECT,车灯控制,车辆控制,2,'咋瞅着'体现东北方言感知表达,"['车灯', '感知动词']",,,
DIALECT-f3038c36,续航还剩几多公里,DIALECT,车辆状态查询,车辆控制,2,'几多'体现南方方言数量询问,"['续航', '疑问词']",,,
DIALECT-977a9bfa,座椅按摩给劲儿点儿,DIALECT,座椅调整,车辆控制,2,'给劲儿'体现北方方言程度要求,"['座椅', '形容词']",,,
DIALECT-5e05440e,出风口朝哪儿吹呢,DIALECT,空调调节,车辆控制,2,'哪儿'替代'哪里'体现口语化方位词,"['空调', '方位词']",,,
DIALECT-100c1482,车窗都关严实了没,DIALECT,车窗控制,车辆控制,2,重复确认'严实'体现北方重视程度,"['车窗', '形容词']",,,
DIALECT-9254a05a,雾灯是不是没开开,DIALECT,车灯控制,车辆控制,2,'开开'叠词体现北方操作确认,"['车灯', '动词']",,,
DIALECT-6ec0e0fc,发动机水温高不高,DIALECT,车辆状态查询,车辆控制,2,'高不高'替代'是否正常'体现口语化正反疑问,"['水温', '疑问句式']",,,
DIALECT-ff696f49,腿托往出伸伸嘛,DIALECT,座椅调整,车辆控制,2,'往出'替代'向外'体现西北方位表达,"['座椅', '方位词']",,,
DIALECT-96f02a28,AC开关是不是坏菜了,DIALECT,空调调节,车辆控制,2,'坏菜'体现北方方言故障表达,"['空调', '故障描述']",,,
DIALECT-8a369e2c,主驾车窗降到底儿,DIALECT,车窗控制,车辆控制,2,'底儿'体现北方儿化音极限位置,"['车窗', '方位词']",,,
DIALECT-2ffa0bff,近光太暗了整亮点,DIALECT,车灯控制,车辆控制,2,'整'替代'调'体现北方操作动词,"['车灯', '动词']",,,
DIALECT-284aa695,机油缺不缺了现在,DIALECT,车辆状态查询,车辆控制,2,'缺不缺'正反疑问体现山西方言习惯,"['机油', '疑问句式']",,,
DIALECT-4dfb08ff,靠背再仰点儿成不,DIALECT,座椅调整,车辆控制,2,'成不'结尾体现北方商量语气,"['座椅', '语气词']",,,
TYPO-a2b12e5e,把空条调到23度,TYPO,空调调节,车辆控制,2,'空调'同音错写成'空条',"['空调', '同音字']",,,
TYPO-e540143d,左后侧坐椅加热,TYPO,座椅调整,车辆控制,2,'座椅'误写为'坐椅',"['座椅', '形近字']",,,
TYPO-40add34f,帮我观闭车窗,TYPO,车窗控制,车辆控制,2,'关闭'同音错写为'观闭',"['车窗', '同音字']",,,
TYPO-783fb258,大燈可以开起吗,TYPO,车灯控制,车辆控制,2,'灯'繁简混用，'开启'错写为'开起',"['车灯', '混合错误']",,,
TYPO-5cf898f7,车创留个缝吧,TYPO,车窗控制,车辆控制,2,'车窗'同音错写为'车创',"['车窗', '同音字']",,,
TYPO-d1de57fb,座椅通副能开吗,TYPO,座椅调整,车辆控制,2,'通风'误写为'通副',"['座椅', '形近字']",,,
TYPO-67e8e4ae,剩余油亮多少,TYPO,车辆状态查询,车辆控制,2,'油量'同音错写为'油亮',"['状态', '同音字']",,,
TYPO-bf087eef,把 风向 调成向下,TYPO,空调调节,车辆控制,2,在'风向'中间插入多余空格,"['空调', '空格']",,,
TYPO-5fc2338e,后视镜加热启东,TYPO,车灯控制,车辆控制,2,'启动'错写为'启东',"['车灯', '同音字']",,,
TYPO-3c4866e8,前窗除勿功能,TYPO,空调调节,车辆控制,2,'除雾'错写为'除勿',"['空调', '同音字']",,,
TYPO-adbdfe9b,帮我开后背箱,TYPO,fallback_intent,车辆控制,2,'后备箱'错写为'后背箱'但超出功能域,['越界'],,,
TYPO-13e478e8,空气净哈模式,TYPO,空调调节,车辆控制,2,'净化'错写为'净哈',"['空调', '形近字']",,,
TYPO-79f7d963,内循环模试,TYPO,空调调节,车辆控制,2,'模式'错写为'模试',"['空调', '形近字']",,,
TYPO-0f8b62e3,方向盘加热 请打开,TYPO,座椅调整,车辆控制,2,在加热后插入多余空格,"['座椅', '空格']",,,
TYPO-c5a7ec2f,车燈请关掉,TYPO,车灯控制,车辆控制,2,'灯'繁简混用,"['车灯', '繁简']",,,
TYPO-4db3601f,副驾坐椅通风,TYPO,座椅调整,车辆控制,2,'座椅'错写为'坐椅',"['座椅', '形近字']",,,
TYPO-ecd4ae54,温度调至二二度,TYPO,空调调节,车辆控制,2,'22度'口语化为'二二度',"['空调', '口语化']",,,
TYPO-0ca8751f,帮我观上全景天窗,TYPO,车窗控制,车辆控制,2,'关上'错写为'观上',"['车窗', '同音字']",,,
TYPO-e03cbeb7,后除雾能关了吗,TYPO,空调调节,车辆控制,2,'关了吗'口语化表达,"['空调', '口语化']",,,
TYPO-e73a9e19,氛圍燈调暗些,TYPO,车灯控制,车辆控制,2,'氛围'错写为'氛圍'繁简混用,"['车灯', '繁简']",,,
TYPO-3d54322a,主驾坐倚通风,TYPO,座椅调整,车辆控制,2,'座椅'错写为'坐倚',"['座椅', '形近字']",,,
TYPO-e4faea97,电量剩于多少,TYPO,车辆状态查询,车辆控制,2,'剩余'错写为'剩于',"['状态', '形近字']",,,
TYPO-83799a07,后排空条开大点,TYPO,空调调节,车辆控制,2,'空调'错写为'空条',"['空调', '同音字']",,,
TYPO-ba299568,方响盘加热,TYPO,座椅调整,车辆控制,2,'方向盘'错写为'方响盘',"['座椅', '同音字']",,,
TYPO-0364de84,车锁状太查下,TYPO,车辆状态查询,车辆控制,2,'状态'错写为'状太',"['状态', '形近字']",,,
TYPO-0aa75d0b,大燈够亮吗现在,TYPO,车灯控制,车辆控制,2,'灯'繁简混用，添加口语化停顿,"['车灯', '繁简']",,,
TYPO-76d62029,后视镜加热 需要开吗,TYPO,车灯控制,车辆控制,2,在'加热'后插入多余空格,"['车灯', '空格']",,,
TYPO-94eb03a5,车内PM直多少,TYPO,车辆状态查询,车辆控制,2,'PM值'错写为'PM直',"['状态', '同音字']",,,
TYPO-89b77195,温度再降两都,TYPO,空调调节,车辆控制,2,'度'错写为'都',"['空调', '同音字']",,,
TYPO-1a1f2206,雾燈要打开吗,TYPO,车灯控制,车辆控制,2,'灯'繁简混用,"['车灯', '繁简']",,,
TYPO-f8b001dd,帮我查油量表,TYPO,车辆状态查询,车辆控制,2,'油量'正确但场景匹配,['状态'],,,
TYPO-8324f06d,空條循环模式,TYPO,空调调节,车辆控制,2,'空调'错写为'空條'繁简混用,"['空调', '繁简']",,,
CTX-a13ab789,调到22度,CTX,空调调节,车辆控制,2,继承前文温度参数调整,[],用户：打开空调,AC_1,
CTX-eff3749a,主驾也调成三档,CTX,座椅调整,车辆控制,2,续接座椅通风指令,[],用户：打开座椅通风,SEAT_1,
CTX-86e6c1cb,风量再大些,CTX,空调调节,车辆控制,2,基于已开启空调的续接调整,[],用户：空调开到二档,,
CTX-acc57a70,左边的不关,CTX,车窗控制,车辆控制,2,否定前文关窗指令的指代,[],系统：要关闭所有车窗吗,WIN_1,
CTX-b30be25e,后排也打开,CTX,座椅调整,车辆控制,2,续接座椅加热指令,[],用户：打开主驾座椅加热,,
CTX-4ef897b8,改成内循环,CTX,空调调节,车辆控制,2,更改既有空调模式参数,[],用户：打开外循环,,
CTX-6697d25d,副驾也要,CTX,座椅调整,车辆控制,2,续接按摩功能指令,[],用户：开启主驾座椅按摩,,
CTX-db480014,太亮了调暗点,CTX,车灯控制,车辆控制,2,基于已开车灯的亮度调整,[],系统：大灯已开启,,
CTX-f37248c8,右边的不开,CTX,车窗控制,车辆控制,2,否定前文开窗指令的指代,[],系统：要打开所有车窗吗,,
CTX-9bedb57f,后排温度同步,CTX,空调调节,车辆控制,2,续接分区控制指令,[],用户：设置前排22度,,
CTX-2533678c,中间那个关掉,CTX,车灯控制,车辆控制,2,指代阅读灯位置,[],系统：已打开后排阅读灯,,
CTX-261979ba,风对着脸吹,CTX,空调调节,车辆控制,2,更改既有出风方向参数,[],用户：调整出风方向,,
CTX-5aad6941,副驾降半扇,CTX,车窗控制,车辆控制,2,续接开窗指令的精准控制,[],用户：打开副驾车窗,,
CTX-f44bf807,不，调到25度,CTX,空调调节,车辆控制,2,否定前值后的参数修正,[],系统：已设置23度,,
CTX-e66c2df6,两边都加热,CTX,座椅调整,车辆控制,2,扩展前文单侧加热指令,[],用户：打开主驾加热,,
CTX-2c42b297,颜色换蓝色,CTX,车灯控制,车辆控制,2,续接氛围灯调整指令,[],用户：打开氛围灯,,
CTX-b7293344,中间位置也打开,CTX,座椅调整,车辆控制,2,扩展座椅按摩范围,[],用户：开启主驾按摩,,
CTX-10eabea6,恢复默认设置,CTX,车辆状态查询,车辆控制,2,基于已修改参数的全局重置,[],用户：修改了座椅记忆,,
CTX-ac844894,不，吹脚模式,CTX,空调调节,车辆控制,2,否定前值后的模式修正,[],系统：已切换迎面吹风,,
CTX-854bc559,后面也调高,CTX,座椅调整,车辆控制,2,续接前排座椅调节指令,[],用户：调高主驾座椅,,
CTX-3279c4b3,左边的关掉,CTX,车灯控制,车辆控制,2,指代日间行车灯位置,[],系统：已开启日间行车灯,,
